AZRED,cancellations,Cancellations,Annulations,Anulaciones,"Cancel, misrouted.","Annulez, erreur d’acheminement.",Anulen. Error de encaminamiento.,,
BABBA,cancellations,Cancellations,Annulations,Anulaciones,Cancel at sender's request.,Annulez sur demande de l’expéditeur.,Anulen a petición del expedidor.,,
BABSO,cancellations,Cancellations,Annulations,Anulaciones,Telegram (or service telegram/advice) number __________ cancelled.,Télégramme (ou télégramme de service/avis de service) numéro __________ annulé.,Telegrama (o telegrama de servicio/aviso de servicio) número __________ anulado.,,
BACYS,cancellations,Blank,Manque,Falta,Blank numbers __________.,Manquent les numéros __________.,Faltan los números __________.,,
BADPO,cancellations,Cancellations,Annulations,Anulaciones,Shall we cancel?,Devons-nous annuler?,¿Debemos anular?,,
BINZA,restrictions,,,,Recognized Operating Agency (ROA) does not admit this class of traffic.,Exploitation reconnue (ER) n’admet pas cette catégorie de trafic.,Empresa de explotación reconocida (EER) no admite esta categoría de tráfico.,,
CEPAD,word_counts,,,,In our number __________ number of words __________ correct.,Dans notre numéro __________nombre des mots __________ correct.,En nuestro número __________cómputo de palabras __________ correcto.,,
CESAP,word_counts,,,,Wrong number of words __________ actuals received.,Nombre des mots inexact __________ en fait reçu __________.,Número de palabras erróneo __________ recibidas ___________.,,
CODUN,word_counts,,,,Read number of words in __________ as __________.,En notre __________ lire le nombre des mots __________.,Cuenten __________ palabras en __________.,,
ENRAM,circulation,,,,Propose diverting __________ traffic via you. Advise if you can clear without delay.,Proposons de dévier __________ trafic sur vous; faites savoir si pouvez acheminer sans délai.,Proponemos desviación tráfico __________ hacia ustedes; avisen si pueden encaminarlo sin retraso.,,
EVLOW,circulation,,,,"Your __________ apparently miscirculated to us, message held awaiting your instructions.","Votre __________semble avoir été dirigé sur nous par erreur, message en instance en attendant vos instructions.","Su __________ parece dirigido a nosotros por error, detenemos mensaje en espera sus instrucciones.",,
GYLIL,delay,,,,Complaint of delay. Give time received and delivered (reforwarded) and explain any delay.,Plainte pour retard. Donnez heure de réception et de remise (ou de retransmission) et expliquez tout retard.,Reclamación por retraso. Indiquen hora de recepción y entrega (o de retransmisión) y expliquen el retraso.,,
HAGAS,delay,,,,"Confirm time of acceptance __________, complaint of delay.","Confirmez heure de dépôt __________, plainte pour retard.","Confirmen hora depósito __________, reclamación por retraso.",,
HAPIG,delay,,,,Delay due to __________.,Retard dû à __________.,Retraso debido a __________.,,
HETIN,delay,,,,Explain delay.,Expliquez retard.,Expliquen retraso.,,
HOMAT,delay,,,,No delay.,Pas de retard.,Sin retraso.,,
JAJAR,delivery,Instructions of delivery,Instructions  de remise,Instrucciones de entrega,Can you now deliver?,Le télégramme peut-il maintenant être remis?,¿Pueden entregar ahora el telegrama?,,
JAMEG,delivery,Instructions of delivery,Instructions  de remise,Instrucciones de entrega,"__________ claimed registered address good, messages previously sent to same address duly delivered.","__________ déclare adresse enregistrée bonne, messages précédemment expédiés même adresse dûment remis.","__________ declara que la dirección registrada es correcta, telegramas anteriores enviados misma dirección se entregaron debidamente.",,
JARAG,delivery,Misdelivery,Erreurs de remise,Errores de entrega,__________ claims misdelivered. Give particulars of delivery.,__________déclare mal remis. Donnez détails sur remise.,__________ declara mal entregado. Den detalles entrega.,,
JEHAT,delivery,Instructions of delivery,Instructions  de remise,Instrucciones de entrega,Deliver to __________.,Remettez à __________.,Entreguen a __________.,,
JIDEW,delivery,Effected delivery,Remis effectuée,Entrega efectuada,Delivered to and accepted by ___________.,Remis à et accepté par ___________.,Entregado y aceptado por ___________.,,
JIFAG,delivery,Effected delivery,Remis effectuée,Entrega efectuada,Delivered to registered address __________.,Remis à  l’adresse  enregistrée __________.,Entregado en la dirección registrada __________.,,
JIHAW,delivery,Non-delivery,Non-remise,No entrega,Delivery office closed.,Bureau de distribution fermé.,Oficina de distribución cerrada.,,
JIJAY,delivery,Effected delivery,Remis effectuée,Entrega efectuada,Duly delivered.,Dûment remis.,Debidamente entregado.,,
JOHAY,delivery,Particulars of delivery,Détails de remise,Detalles de entrega,Give particulars of receipt and delivery.,Donnez détails de réception et de remise.,Den detalles de recepción y entrega.,,
JOKID,delivery,Particulars of delivery,Détails de remise,Detalles de entrega,State date and time of delivery.,Communiquez date et heure de remise.,Comuniquen fecha y hora de entrega.,,
JUFAR,delivery,Non-delivery,Non-remise,No entrega,__________ is a reply to your __________. Can you now deliver?,__________ est une réponse à votre __________. Pouvez-vous remettre maintenant?,__________ es respuesta a su __________. ¿Pueden entregarlo ahora? ,,
JUJEW,delivery,Effected delivery,Remis effectuée,Entrega efectuada,Message has been called for.,Message a été réclamé.,Se ha reclamado mensaje.,,
JUKIT,delivery,Effected delivery,Remis effectuée,Entrega efectuada,Message received at __________ and delivered at __________.,Message reçu à __________ et remis à __________.,Telegrama recibido a las __________ y entregado a las __________.,,
JYBAG,delivery,Effected delivery,Remis effectuée,Entrega efectuada,"Now delivered, called for.","Maintenant remis, réclamé.","Entregado ya, reclamado.",,
JYDOT,delivery,Effected delivery,Remis effectuée,Entrega efectuada,Now delivered to and accepted by __________. (_complete address_),Maintenant remis et accepté par __________. (adresse complète),Entregado ya y aceptado por __________. (dirección completa),,
JYGUS,delivery,Effected delivery,Remis effectuée,Entrega efectuada,Now cleared to ship. Cancel advice of non-delivery.,Maintenant transmis au navire. Annulez l’avis de non-remise.,Ya transmitido al barco. Anule aviso de no entrega.,,
JYSUM,delivery,Instructions of delivery,Instructions  de remise,Instrucciones de entrega,Re-tender and advise.,Présentez de nouveau et avisez.,Vuelvan a presentarlo e informen.,,
MAHPO,delivery,Particulars of delivery,Détails de remise,Detalles de entrega,Why was it not delivered?,Pourquoi n’a-t-il pas été remis?,¿Por qué no ha sido entregado?,,
MAJPA,disposal,Instructions of forwarding,Instructions de retransmission,Instrucciones de retransmisión,Forward by mail.,Faites suivre par poste.,Cursen por correo.,,
MANAG,disposal,Information of forwarding,Information de retransmission,Información de retransmisión,Forwarding by mail.,Faisons suivre par poste.,Se cursa por correo.,,
MATIS,disposal,Information of forwarding,Information de retransmission,Información de retransmisión,__________ still on hand as communication not established since receipt. Message(s) will be retained for further trial unless otherwise instructed.,__________ toujours en mains aucun contact n’a été établi depuis réception.  Message(s) sera(seront) conservé(s) pour nouvel essai à  moins d’instructions différentes.,__________ todavía por cursa ya que no se ha establecido la comunicación desde su recepción. El (los) mensaje(s) se guarda(n) para otros intentos a menos que se reciban otras instrucciones.,,
MATMU,disposal,Information of forwarding,Information de retransmission,Información de retransmisión,Instruct us how to dispose of __________.,Dites-nous que faire de __________?,Digan cómo curso __________.,,
MEGLA,disposal,Information of forwarding,Information de retransmission,Información de retransmisión,__________ was forwarded to __________ at __________.,__________ a été acheminé sur __________ à __________.,__________ fue cursado a  __________ a las __________.,,
MEROW,duplications,Duplications,Duplicata,Duplicados,__________ are identical.,__________ sont identiques.,__________ son idénticos.,,
METAB,duplications,Duplications,Duplicata,Duplicados,Duplicate delivered.,Duplicata remis.,Entregado duplicado.,,
MIHOB,duplications,Cancellation of duplications,Annulation de duplicata,Anulación de duplicados,Message number __________ appears to have been received also under number __________. Shall we cancel latter copy?,Message numéro __________ semble avoir été également reçu sous numéro __________. Devons-nous annuler cette dernière réception?,Mensaje número __________ parece haberse recibido también bajo el número __________. ¿Debemos anularlo?,,
MIHYT,duplications,Duplications,Duplicata,Duplicados,Message number __________ is not duplicate of message number __________.,Message numéro __________ n’est pas duplicata du message numéro __________.,Mensaje número __________ no es duplicado del mensaje número __________.,,
MIJEM,duplications,Cancellation of duplications,Annulation de duplicata,Anulación de duplicados,Uncertain if following message (service advice)has been sent to you before. If previously received under another number cancel this copy and report.,"Ne sommes pas certains que ce message (cet avis de service) vous a déjà été transmis. Si vous l’avez reçu précédemment sous un autre numéro, annulez cette copie. Donnez réponse.",No sabemos si mensaje (aviso de servicio) siguiente se les ha cursado ya. Si lo han recibido ya con otro número anulen esta copia y avisen. ,,
MIJNU,duplications,Duplications,Duplicata,Duplicados,We have two different messages under number __________. Give new number.,Nous avons deux messages différents sous le numéro __________. Donnez nouveau numéro.,Tenemos dos mensajes distintos con el número __________. Sírvanse dar nuevo número.,,
MIRZU,enquiries,Questions,Questions,Preguntas,Can you explain?,Pouvez-vous expliquer?,¿Pueden explicar?,,
MOBAY,enquiries,Questions,Questions,Preguntas,Can you trace?,Pouvez-vous retrouver?,¿Pueden investigar?,,
MODAB,enquiries,Replies,Réponses,Respuestas,Case now closed.,Affaire terminée.,Asunto resuelto.,,
MOPOH,enquiries,Replies,Réponses,Respuestas,Following received from __________.,Reçu ce qui suit de __________.,Recibido de __________lo siguiente.,,
MOPYD,enquiries,Questions,Questions,Preguntas,What is the name of the coast station?,Quel est le nom de la station côtière?,¿Cómo se llama la estación costera?,,
MORUG,enquiries,Questions,Questions,Preguntas,What is the name of the ship station?,Quel est le nom de la station de navire?,¿Cómo se llama la estación de barco?,,
MOYES,enquiries,Enquiries,Enquêtes,Encuestas,Give telegraph office of origin.,Indiquez bureau télégraphique d’origine.,Indiquen oficina telegráfica de origen.,,
MYBEG,enquiries,Enquiries,Enquêtes,Encuestas,Enquire and advise us.,Informez-vous (ou enquêtez) et avisez-nous.,Averigüen e informen.,,
MYJUG,enquiries,Enquiries,Enquêtes,Encuestas,"Please report present status of enquiry, we are being pressed for a reply.",Où en est l’enquête? On nous presse de répondre.,¿Que han averiguado? Nos piden respuesta.,,
NACBA,enquiries,Replies,Réponses,Respuestas,"We are enquiring, will reply as soon as possible.","Enquêtons, répondrons aussitôt que possible.","Indagamos, contestaremos en cuanto sea posible.",,
NACNE,enquiries,Replies,Réponses,Respuestas,We are enable to trace.,Ne pouvons retrouver.,No podemos localizar.,,
NAFAC,errors_mutilations_omissions,Errors,Erreurs,Errores,Addressee claims incorrect.,Destinataire prétend incorrect.,Destinatario pretende que es incorrecto.,,
NEDIB,errors_mutilations_omissions,Omissions,Omissions,Omisiones,Place of destination incomplete; there are several. Advise.,"Lieu de destination incomplet, il y en a plusieurs. Renseignez.","Lugar de destino incompleto, existen varios. Sírvanse informar.",,
NEDYF,errors_mutilations_omissions,Errors,Erreurs,Errores,Error(s) made here and will be dealt with.,Erreur(s) faite(s) ici. Mesures seront prises.,Error(es) cometido(s) aquí. Se subsanará(n).,,
NEFAT,errors_mutilations_omissions,Errors,Erreurs,Errores,Error of service.,Erreur de service.,Error de servicio.,,
NEMYD,errors_mutilations_omissions,Errors,Erreurs,Errores,Place of destination unknown; we forwarded to __________. Correct if necessary.,Lieu de destination inconnu; nous dirigeons sur __________. Rectifiez si utile.,Punto de destino desconocido. Cursamos a  __________. Rectifiquen si es necesario.,,
NIBYP,errors_mutilations_omissions,Mutilations,Altérations,Alteraciones,Mutilated. Please repeat.,Mutilé. Prière répéter.,Mutilado. Rogamos repitan.,,
NISER,errors_mutilations_omissions,Omissions,Omissions,Omisiones,Omitted.,Omis.,Omitido.,,
NODHE,errors_mutilations_omissions,Errors,Erreurs,Errores,Sender's error.,Erreur de l’expéditeur.,Error del expedidor.,,
OLMAD,delivery,Non-delivery,Non-remise,No entrega,"Address insufficient, we try delivery to __________. Correct if necessary.","Adresse insuffisante, nous essayons de remettre à __________. Corrigez si nécessaire.","Dirección insuficiente, intentamos su entrega a  __________. Rectifiquen si es necesario.",,
OLWAY,delivery,Non-delivery,Non-remise,No entrega,"Address unregistered, we try delivery to __________. Correct if necessary.","Adresse non enregistrée, nous essayons de remettre à __________. Corrigez si nécessaire.","Dirección no registrada, intentamos su entrega a  __________. Rectifiquen si es necesario",,
OMKEW,delivery,Complaints,Réclamations,Reclamaciones,Complaint of non-delivery. Give full particulars of delivery and say if addressee acknowledges receipt.,Réclamation pour non-remise. Donnez tous détails sur remise et dites si le destinataire accuse réception.,"Reclamación por no entrega. Indiquen detalles de la entrega, señalando si destinatario acusa recibo.",,
ONKEY,delivery,Non-delivery,Non-remise,No entrega,Message unacknowledged after __________ transmissions. Please advise.,Pas reçu accusé de réception après __________transmissions. Prière renseigner.,No recibido acuse recibo después de __________transmisiones. Sírvanse informar.,,
OPBUN,delivery,Non-delivery,Non-remise,No entrega,__________ sender received advice by another route that message undelivered. Please investigate and reply quickly.,__________ expéditeurs ont reçu avis par autre voie que message non-remis. Prière enquêter et répondre rapidement.,__________ expedidores han recibido aviso por otra ruta de que su mensaje no ha sido entregado. Rogamos investiguen y respondan urgentemente.,,
OPKID,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,Treat as non-delivery.,Traitez comme une «non-remise».,Considérenle como no entregado.,,
OPSOP,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, addressee cannot be found.","Non remis, destinataire introuvable.","No entregado, no se encuentra al destinatario",,
OPWIG,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, refused by addressee.","Non remis, refusé par le destinataire.","No entregado, rehusado por destinatario.",,
ORDAD,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, addressee not on board.","Non remis, destinataire pas à  bord.","No entregado, destinatario no se halla a bordo.",,
ORMAT,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, house closed; notice mailed.","Non remis, maison fermée; avis envoyé par poste.","No entregado, casa cerrada, enviado aviso postal.",,
ORWON,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, owing to __________.",Non remis à cause de __________.,No entregado a causa de __________.,,
OSHAT,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, returned by postal service, unclaimed.","Non remis, renvoyé par service postal, non réclamé.","No entregado, devuelto por correos, no reclamado.",,
OSJOG,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, returned by postal service, unknown.","Non remis, renvoyé par service postal, inconnu.","No entregado, devuelto por correos, desconocido.",,
OSMAW,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, several firms of that name.","Non remis, plusieurs firmes de ce nom.","No entregado, varias firmas con el mismo nombre.",,
OSSUP,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, several streets of that name, district required.","Non remis, plusieurs rues de ce nom; indiquez arrondissement (ou quartier, district, etc.).","No entregado, varias calles del mismo nombre. Indiquen distrito (o barrio, etc.).",,
OTTAB,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, unable to contact telephone number.","Non remis, impossible atteindre numéro de téléphone.","No entregado, imposible comunicar con número teléfono.",,
PAJAV,acknowledgement_of_receipt,,,,Addressee acknowledges receipt.,Destinataire accuse réception.,Destinatario acusa recibo.,,
PALAM,acknowledgement_of_receipt,,,,Get addressee's acknowledgement of receipt.,Demandez accusé de réception au destinataire.,Pidan acuse de recibo al destinatario.,,
PALIL,acknowledgement_of_receipt,,,,Good delivery receipt held for __________.,Avons accusé de réception pour __________.,Tenemos acuse recibo para __________.,,
PAMNO,registered_addresses,,,,__________ is registered for __________.,__________ est enregistré pour __________.,__________ registrada para __________.,,
PASCA,duplications,Cancellation of duplications,Annulation de duplicata,Anulación de duplicados,Transmitted twice; cancel second transmission.,Transmis deux fois; annulez deuxième transmission.,Transmitido dos veces; anulen segunda transmisión.,,
PATAB,registered_addresses,,,,Supply unpacked address for __________.,Fournissez adresse développée de __________.,Comuniquen dirección completa de __________.,,
PEZES,refunds,,,,We are refunding.,Nous remboursons.,Reembolsamos.,,
PEZIH,refunds,,,,Refund is authorized.,Remboursement autorisé.,Autorizado reembolso.,,
PEZJU,refunds,,,,Refund is not authorized.,Remboursement non autorisé.,No se autoriza el reembolso.,,
PEZVE,refunds,,,,Telegram service not at fault.,Service télégraphique pas en faute.,No es culpa servicio telegráfico.,,
PEZYV,refunds,,,,Refund of charges are in order for any special service relating to the radiotelegram that have not been carried out.,Remboursement des taxes est en règle en ce qui concerne les services spéciaux non rendus relatifs aux radiotélégrammes.,Se acepta el reembolso de las tasas en lo que respecta a los servicios especiales no efectuados relativos a los radiotelegramas.,,
PIDUD,refunds,,,,Sender applies for refund of message charges. Please authorize.,Expéditeur demande remboursement des taxes du message. Prière autoriser.,Expedidor pide reembolso importe mensaje. Rogamos autorización.,,
PITUG,repetitions_and_corrections,Confirmations,Confirmation,Confirmaciones,Sender's confirmation.,Confirmation donnée par l’expéditeur.,Confirmación dada por el expedidor.,,
POFIH,repetitions_and_corrections,Corrections,Corrections,Correcciones,Correct if necessary.,Rectifiez si nécessaire.,Rectifiquen si es necesario.,,
POHCO,repetitions_and_corrections,Corrections,Corrections,Correcciones,Correction made by sender.,Correction faite par l’expéditeur.,Corrección hecha por el expedidor.,,
POHEG,repetitions_and_corrections,Corrections,Corrections,Correcciones,Correct on our copy.,Correct sur notre copie.,Correcto en nuestra copia.,,
POHOC,repetitions_and_corrections,Repetitions,Répétitions,Repeticiones,Do not understand your service advice. Repeat references.,Ne comprenons pas votre avis de service. Répétez les références.,No comprendemos su aviso de servicio. Sírvanse repetir referencias.,,
POMDU,repetitions_and_corrections,Corrections,Corrections,Correcciones,Delete CTF (Correction to follow) in service instructions.,Biffer CTF (Rectification suivra) dans les mentions de service.,Borren CTF (Seguirá rectificación) en las menciones de servicio.,,
POMZO,repetitions_and_corrections,Corrections,Corrections,Correcciones,"__________ forwarded ""subject to correction"" for __________.",__________ est transmis «sujet à correction» pour __________.,__________ cursado «sujeto a corrección» para __________.,,
PONEB,repetitions_and_corrections,Corrections,Corrections,Correcciones,Forward (or deliver) correction.,Faites suivre (ou remettez) correction.,Cursen (entreguen) corrección.,,
POSAG,repetitions_and_corrections,"Reference to sender, etc.","Référence à l’expéditeur, etc.","Referencia al expedidor, etc.",Consult sender.,Consultez l’expéditeur.,Consulten al expedidor.,,
POSRA,repetitions_and_corrections,Copies,Copies,Copias,Herewith copy __________.,Voici copie __________.,He aquí copia __________.,,
PUCUD,repetitions_and_corrections,"Reference to sender, etc.","Référence à l’expéditeur, etc.","Referencia al expedidor, etc.",Indistinctly written.,Écriture douteuse.,Escritura dudosa.,,
PUFOB,repetitions_and_corrections,Corrections,Corrections,Correcciones,"Is this message still ""subject to correction""?",Ce message est-il toujours «sujet à correction»?,¿Sigue este telegrama «sujeto a corrección»?,,
PYBIN,repetitions_and_corrections,"Reference to sender, etc.","Référence à l’expéditeur, etc.","Referencia al expedidor, etc.",Office of addressees closed.,Bureau des destinataires fermé.,Oficina del destinatario cerrada.,,
PYSAT,delivery,Effected delivery,Remis effectuée,Entrega efectuada,Delivered subsequently. Cancel advice of non-delivery.,Remis postérieurement. Annulez avis de non-remise.,Entregado posteriormente. Anulen aviso de no entrega.,,
RACYB,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,Still undelivered.,Toujours non remis.,Continúa sin entregar.,,
RAFIS,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, not called for.","Non remis, pas réclamé.","Sin entregar, no reclamado.",,
RAFSO,repetitions_and_corrections,Reminder (non-reply),Rappel (non-réponse),Recordatorio (No respuesta),Second application.,Deuxième demande.,Segunda petición.,,
RAFUJ,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, addressee absent.","Non remis, destinataire absent.","No entregado, destinatario ausente.",,
RAHOT,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, addressee left, forwarded by post to __________.","Non remis, destinataire parti, réexpédié par poste à __________.","No entregado, destinatario marchó, reexpedido por correo a __________.",,
RAJAJ,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, addressee unknown.","Non remis, destinataire inconnu.","No entregado, destinatario desconocido.",,
RAJEV,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, addressee left for __________.","Non remis, destinataire parti pour __________.","No entregado, destinatario marchó a __________.",,
RAJFU,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, addressee left without leaving address.","Non remis, destinataire parti sans laisser d’adresse.","No entregado, destinatario marchó sin dejar señas.",,
RAMUZ,repetitions_and_corrections,Corrections,Corrections,Correcciones,Subject to correction.,Sujet à correction.,Sujeto a corrección.,,
RATEB,repetitions_and_corrections,Reminder (non-reply),Rappel (non-réponse),Recordatorio (No respuesta),Third application.,Troisième demande.,Tercera petición.,,
REGAD,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, several persons of the same name.","Non remis, plusieurs personnes de ce nom.","No entregado, varias personas del mismo nombre.",,
REJAB,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, ship out of range.","Non remis, navire hors d’atteinte.","No entregado,  barco fuera de alcance.",,
REKEG,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, address insufficient.","Non remis, adresse insuffisante.","No entregado, dirección insuficiente",,
RICOD,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, address no longer registered.","Non remis, adresse n’est plus enregistrée.","No entregado, dirección caducada.",,
RIJAG,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, address not registered.","Non remis, adresse pas enregistrée.","No entregado, dirección no registrada.",,
RISOB,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, no house at that number.","Non remis, numéro de maison n’existe pas.","No entregado, no existe tal número de casa.",,
ROCOG,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, place, street, road, etc. unknown.","Non remis, place, rue, avenue, etc., inconnue.","No entregado, plaza, calle, avenida, etc., desconocida.",,
ROFAB,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, not claimed on board.","Non remis, non réclamé à bord.","No entregado, no reclamado a bordo.",,
ROFER,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, ship already left.","Non remis, navire déjà parti.","No entregado, barco ya zarpado.",,
